t,l,m,r,n,v_m,v_a,v_m_e,v_a_e,a,e,seed,computation_time,version,max_complexity,mean_complexity,has_phase_change,time_to_chaos
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.0,1098390234,23.907979726791385,0.03,19054607.17963252,782360.7088560101,True,533.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.0,490474358,24.41161322593689,0.03,6309573.444801942,154763.7360648028,True,375.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.0,449597191,25.316458463668823,0.03,229086765276.777,1867737163.2964096,True,1126.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.0,971478365,25.03319621086121,0.03,208929613.0854041,2356647.455931447,True,1615.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.0,1012179464,22.96768069267273,0.03,2089296.1308540408,141851.63752820512,True,673.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.0,1164145059,25.42694616317749,0.03,1318256738.556399,15502261.801428096,True,843.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.0,1101719105,24.45208191871643,0.03,15848931.924611174,564941.3701563976,True,702.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.0,126057701,27.820821523666385,0.03,4786300923.22638,36443409.49901147,False,1532.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.0,1649155147,29.782521963119507,0.03,1318256738556399.2,14322856816011.314,True,2844.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.0,2008802170,43.4861056804657,0.03,208929613085404.1,3110691713970.3926,True,2166.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.2,1622141890,28.89090633392334,0.03,4365158.322401665,64060.402977353,True,234.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.2,642566324,29.88438081741333,0.03,6309573.444801942,143030.12892560216,True,374.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.2,630521598,31.60067343711853,0.03,131825673855.63994,2786364767.339632,True,417.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.2,1190194156,33.45694637298584,0.03,91201083935.5904,692927244.6369388,True,1106.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.2,358526178,31.831828355789185,0.03,1318256738.556399,14131417.165213836,False,675.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.2,1963897154,31.22394132614136,0.03,1318256738.556399,12000607.472111115,True,815.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.2,2140044238,37.1331000328064,0.03,208929613.0854041,5509353.763292466,True,501.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.2,1740766167,34.918225049972534,0.03,1096478196.1431828,16447548.854467386,True,1803.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.2,808255409,35.332329750061035,0.03,63095734448.01891,488240431.6893431,True,1593.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.0,0.2,525332944,34.803574562072754,0.03,10964781961431.828,101780052807.42468,True,1334.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.0,105412350,26.943167209625244,0.03,144543977.0745928,2365194.356081974,True,547.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.0,1538449410,19.93209552764893,0.03,4365158.322401665,99746.01407120784,True,584.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.0,1955046512,31.150728940963745,0.03,3311311214.825908,34804347.95676678,True,1262.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.0,1022155842,27.99518203735352,0.03,691830.9709189363,20134.978397656003,True,519.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.0,716070244,34.67647194862366,0.03,6309573.444801942,238612.99301233748,True,1089.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.0,495511516,25.42805004119873,0.03,19054607.17963252,825884.8094364486,True,690.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.0,1409739687,27.667391300201416,0.03,100000000.0,1083796.4474659194,True,577.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.0,909789009,30.630457878112797,0.03,39810717.05534969,372313.1013183746,True,511.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.0,1354156505,34.43325209617615,0.03,363078054.7701003,9703831.386555811,False,2334.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.0,32938343,40.45362520217896,0.03,173780082874936.9,1621454476014.211,True,2811.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1227497844,28.568358421325684,0.03,2290867652.76777,13477473.293526188,True,436.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1058844622,29.02798295021057,0.03,208929613.0854041,5335034.286366689,True,662.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,109018775,25.829083681106567,0.03,57543993.73371567,688385.3555194791,True,512.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1697647988,30.42593240737915,0.03,363078054.7701003,3240432.866646684,True,375.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1983819004,32.21919679641724,0.03,2511886431509.572,15926804074.62214,False,4876.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2138025439,32.430185079574585,0.03,10000000000.0,46251695.26915202,False,1173.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1792662261,29.702925205230716,0.03,100000000.0,2475383.6524610627,True,253.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,977494157,39.37234401702881,0.03,30199517204.02019,630292958.9885455,True,782.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1793206978,30.024431467056274,0.03,524807460.2497712,6148182.105801679,True,687.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1533586444,33.392183780670166,0.03,83176377110266.75,389589754538.52826,True,1945.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.0,462139796,12.809789896011353,0.03,831763.7711026708,35571.535336556415,True,315.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.0,1733620352,14.842825174331663,0.03,478630.092322638,12584.011991847636,True,384.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.0,55793633,15.880609035491943,0.03,75857.75750291851,1663.1314846920463,True,744.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.0,1158520765,16.93985915184021,0.03,398107.1705534969,8068.773005180549,True,349.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.0,780479984,20.19105172157288,0.03,1737800.8287493763,40559.40752246162,True,560.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.0,1889782897,23.422425746917725,0.03,13182567.385564102,353016.9781398776,True,1620.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.0,407854164,22.61748695373535,0.03,1445439.770745928,29225.76133803564,True,389.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.0,2119167034,32.476245641708374,0.03,436515832.24016297,8447825.16319361,False,1984.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.0,253979703,27.85806703567505,0.03,3019951.720402019,46300.44519488995,True,662.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.0,1050223101,27.71662259101868,0.03,229086.76527677797,9351.179656737728,True,915.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.2,1912240320,23.390865564346317,0.03,158489319246.11108,845718420.362322,True,1454.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.2,1598883178,24.21689248085022,0.03,69183097.09189363,1136918.4280090053,True,402.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.2,163413740,21.854226112365723,0.03,10964781.961431874,193271.6369019372,True,497.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.2,1992353143,22.76260757446289,0.03,6309573.444801942,111908.60327518205,True,432.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.2,1066661773,22.513328075408936,0.03,831763771102.6675,9586918689.933664,True,978.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.2,176974172,21.741990089416504,0.03,33113112.14825908,241124.97054749157,True,316.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.2,1446213069,24.91675853729248,0.03,1905460717.9632368,13677235.422173072,True,757.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.2,405299743,32.92394804954529,0.03,109647819614.31828,1042144751.3579977,False,4028.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.2,1932540785,27.88144063949585,0.03,6309573.444801942,73011.92891841955,True,195.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.2,475395125,38.38480830192566,0.03,229086765276.777,2876903582.1164985,False,1263.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.0,911526203,19.975688695907596,0.03,575439.9373371566,9188.272644777748,True,663.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.0,1382815407,21.648711919784542,0.03,109647.81961431874,3881.678774134956,True,606.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.0,1287922407,20.494531869888306,0.03,36307.80547701017,2270.6525027118737,True,752.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.0,738240751,26.92643713951111,0.03,36307.80547701017,1130.961328808257,False,413.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.0,1671004976,16.38468027114868,0.03,1000000.0,20846.20655320351,True,732.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.0,1403350493,25.199299335479736,0.03,39810717.05534969,376022.9687474776,True,1018.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.0,1144183616,24.70279836654663,0.03,831763.7711026708,25635.117992743664,True,800.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.0,700465679,26.7688307762146,0.03,69183097.09189363,2222503.2752527283,True,933.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.0,71612471,26.12152647972107,0.03,831763.7711026708,32700.007264492488,True,645.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.0,1792519232,30.80735969543457,0.03,9120108.393559117,89675.80598443771,True,645.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.2,756323267,17.505001306533813,0.03,1000000.0,18792.199526720146,True,328.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.2,274075758,24.899137020111084,0.03,22908676.527677797,265157.3761245749,True,272.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.2,1866136006,23.70906138420105,0.03,19054607.17963252,293433.71257908066,True,500.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.2,945111480,15.331045627593994,0.03,22908676.527677797,166606.26558818753,True,510.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.2,867259068,27.84115719795227,0.03,69183097.09189363,1678989.390551024,True,335.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.2,1179991841,26.447436809539795,0.03,1905460717.9632368,5582690.765444344,False,4505.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.2,387906342,23.825229167938232,0.03,7585775.750291851,129023.58056514128,True,297.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.2,493150887,26.2025465965271,0.03,831763.7711026708,24008.881132587463,True,715.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.2,1996248682,28.920298099517822,0.03,25118864315.09572,146421481.9553169,False,4577.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.3,0.2,1440216058,30.284915924072266,0.03,43651583224.0163,477916476.0044797,True,3816.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.0,1437171939,7.265350341796875,0.03,6918.309709189362,337.6826727205543,True,318.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.0,1242316870,8.188972473144531,0.03,1202264.4346174132,22444.092522785868,True,723.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.0,195437616,12.927490234375,0.03,57543993.73371567,805859.6377692848,False,3727.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.0,1731113242,13.861152172088625,0.03,14454.39770745928,408.408537173284,True,484.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.0,489971090,16.946912050247192,0.03,13182567.385564102,121690.7230463661,True,1196.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.0,2072032096,19.34584188461304,0.03,63095.73444801943,2261.2976265413627,True,1090.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.0,1622114713,19.348937034606934,0.03,575439.9373371566,16204.935970779736,True,945.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.0,524907884,18.910362243652344,0.03,6309573.444801942,89797.47114406929,True,1246.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.0,1981799087,22.266160011291504,0.03,478630.092322638,7759.729064990914,True,1340.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.0,880959363,20.517277479171756,0.03,12022.644346174133,515.3666580456888,True,269.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.2,200381374,25.304324626922607,0.03,33113112.14825908,443786.86684142647,False,471.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.2,2057353428,23.21203303337097,0.03,5248074.602497734,82480.2207923164,True,672.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.2,2050170959,24.382846355438232,0.03,275422.87033381633,8196.581383282124,False,245.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.2,1915559046,31.6154260635376,0.03,524807460.2497712,4724698.933436559,True,790.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.2,1109534238,28.092098236083984,0.03,10964781.961431874,123758.0182510475,True,399.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.2,1757209584,25.897825956344604,0.03,630957344.4801891,3889528.952861781,True,962.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.2,1773969003,29.19784712791443,0.03,524807460.2497712,1947795.3950861697,True,716.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.2,881493455,32.65613603591919,0.03,3630780547701.003,32538928723.88073,False,2295.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.2,962890532,34.28459048271179,0.03,575439937337.1543,2201527370.189455,False,4117.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.4,0.2,730812339,44.6525981426239,0.03,5248074602497.712,24462843341.50947,True,2843.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.0,1360817594,17.64028310775757,0.03,3981.071705534969,387.9804389328451,True,537.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.0,1672028345,22.67465043067932,0.03,5754.399373371566,223.07014891729617,True,437.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.0,990374793,20.99603486061096,0.03,1905.460717963252,117.19492903097785,True,522.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.0,1656695284,22.86017227172852,0.03,2290.86765276777,123.9208248769045,True,497.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.0,886672892,25.569276571273804,0.03,331131.1214825908,10584.341457661045,True,797.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.0,1158660167,24.25286865234375,0.03,831763.7711026708,30003.60573978599,True,799.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.0,2073637647,32.6231791973114,0.03,3019951.720402019,117772.02357126398,True,1301.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.0,959340883,28.49817442893982,0.03,4365158.322401665,96215.53560450004,False,1358.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.0,2002964292,43.25124502182007,0.03,524807460.2497712,19498573.117811635,False,1302.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.0,814986604,34.645265340805054,0.03,301995172.04019946,10018926.292844417,True,1364.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.2,576706029,19.982338428497314,0.03,4365158.322401665,51416.97912291321,True,417.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.2,1788524272,19.145649433135983,0.03,1000000.0,34028.51249366908,False,686.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.2,1385479883,19.290085792541504,0.03,1737800.8287493763,13052.917814753548,True,162.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.2,617965989,27.99769258499145,0.03,208929613.0854041,4171305.4916307647,True,2025.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.2,1452866662,19.714857816696167,0.03,5248074.602497734,65156.751164368856,True,728.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.2,1685778312,23.11651086807251,0.03,524807460.2497712,1969315.332316151,True,2066.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.2,707135008,29.57928586006165,0.03,229086765276.777,468483952.81757295,False,2116.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.2,1977934236,30.83782386779785,0.03,22908676527677.7,73861355346.3513,False,4782.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.2,1080973546,36.85919404029846,0.03,229086765276.777,2111222464.621366,False,3668.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.5,0.2,1309985116,29.121997117996216,0.03,912010839.355904,11339829.733610168,True,826.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.0,1144340647,16.608778715133667,0.03,691830.9709189363,9837.66107541152,True,654.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.0,337529057,14.512837409973145,0.03,1096.4781961431872,47.01458522246281,True,777.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.0,1388468384,17.6549015045166,0.03,3981.071705534969,79.24191161757443,True,849.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.0,146958772,16.908590078353882,0.03,1318.25673855641,89.9405376733986,True,753.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.0,186508424,20.37122917175293,0.03,1096.4781961431872,76.8390085696197,True,204.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.0,1244399663,21.674413204193115,0.03,2754.228703338163,85.65905749003156,False,277.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.0,737041355,21.508145809173584,0.03,6309573.444801942,86637.95021843103,True,1665.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.0,240916556,23.461470127105716,0.03,575439.9373371566,21775.615528664344,False,2765.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.0,666844073,23.243390321731567,0.03,52480.746024977336,3246.7596423559253,False,1350.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.0,1957338342,24.738778114318848,0.03,691830.9709189363,14136.665293688518,True,519.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.2,1524168481,16.9097580909729,0.03,2511886.4315095823,43084.8600571363,True,671.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.2,667667701,16.828086137771606,0.03,691830.9709189363,5874.451219212854,True,224.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.2,394348138,20.8822500705719,0.03,229086.76527677797,3774.3283877715794,False,754.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.2,1454074864,19.018049240112305,0.03,331131.1214825908,3534.4409155298144,False,223.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.2,1066774916,11.317848920822144,0.03,229086.76527677797,5869.506538183219,True,280.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.2,62351727,17.724608659744263,0.03,2511886.4315095823,27686.25422049498,True,281.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.2,1722273758,18.95344114303589,0.03,9120108.393559117,129894.85562884196,False,1209.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.2,1630400410,17.0956609249115,0.03,36307805477.010025,73256079.74227262,False,3413.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.2,913887495,13.36242413520813,0.03,36307805477.010025,70101588.06203504,False,3530.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.0,1981586610,9.100412845611572,0.03,83.17637711026708,11.422164994107527,True,706.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.6,0.2,2116266796,21.68898057937622,0.03,831763771102.6675,3568651144.117556,False,3393.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.0,1837599504,12.134934902191162,0.03,69.18309709189363,5.38811739365385,True,584.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.0,1036838712,14.201016902923584,0.03,100.0,12.108271474674057,True,348.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.0,1954620101,19.19533658027649,0.03,2290.86765276777,165.8757656717713,True,484.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.0,2040855374,20.93988156318665,0.03,6918.309709189362,212.900721215446,False,1467.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.0,1029050275,22.29590487480164,0.03,36307.80547701017,582.2145075619403,False,3996.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.0,619365228,20.698846101760864,0.03,1905.460717963252,88.41496055526527,True,452.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.0,1161412779,21.80237078666687,0.03,251.18864315095823,22.31894417114823,True,2112.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.0,870523663,22.611163854599,0.03,831763.7711026708,29676.516886535417,True,1465.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.0,481567333,27.45354914665222,0.03,75857.75750291851,2344.693494115038,True,689.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.2,1903766475,15.669780492782593,0.03,3630780.5477010175,15599.83749971508,True,524.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.2,960444803,14.398408651351929,0.03,229086.76527677797,3741.8138003745166,True,234.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.2,1970908660,15.471168518066406,0.03,831763.7711026708,9611.16735164026,True,582.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.2,1321397944,18.438661336898804,0.03,15848931.924611174,121190.7662862794,True,541.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.2,726388977,16.555275440216064,0.03,131825.673855641,2021.5550092297965,True,150.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.2,1707234106,20.88087630271912,0.03,120226443.46174082,601715.3560254405,False,2340.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.2,1463955958,19.109981775283813,0.03,398107.1705534969,4497.881014328843,True,279.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.2,2034486123,15.925498247146606,0.03,229086.76527677797,3574.425066843218,True,198.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.2,236154338,20.87888884544373,0.03,33113112.14825908,507018.69849375327,True,1027.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.0,1936402369,11.680821180343628,0.03,27.542287033381637,4.359824019045007,True,1481.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.0,1965471559,13.186184644699097,0.03,120.22644346174133,7.693027323060391,True,430.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.7,0.2,1376212257,40.63358974456787,0.03,2754228703338152.0,10304346670909.3,False,2547.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.0,383940842,15.270195960998535,0.03,100.0,11.21321396328598,False,903.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.0,434977524,16.105961561203003,0.03,363.07805477010174,28.30565974503236,True,1119.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.0,1829556391,16.52689027786255,0.03,83.17637711026708,6.176890994665953,True,1700.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.0,2086598183,18.94033980369568,0.03,1318.25673855641,130.15370980528257,True,1683.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.0,1849160243,13.671346664428713,0.03,436.51583224016656,30.421327783204,False,1024.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.0,1290446233,20.20478057861328,0.03,1096.4781961431872,108.26320273256626,True,2270.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.0,763029386,17.332533359527588,0.03,630.9573444801943,58.90904132051385,True,1520.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.0,575489709,28.496025562286377,0.03,100000000.0,1908436.573434956,False,3602.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.2,104654687,14.280068397521973,0.03,1737800.8287493763,12006.174108248915,True,862.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.2,2038887916,12.318069219589232,0.03,25118.864315095823,333.4917259089383,True,131.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.2,661996919,15.412212610244753,0.03,478630.092322638,6674.517168084347,False,344.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.2,1062712,12.78408169746399,0.03,36307.80547701017,482.9950374644229,True,83.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.2,691268970,12.222334146499634,0.03,43651.58322401666,714.277352044815,True,105.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.2,1153628107,15.428617238998411,0.03,275422.87033381633,2121.97764040249,True,379.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.2,1669562782,18.291677474975582,0.03,9120108.393559117,54236.12160002745,False,883.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.2,1808127984,16.401628255844116,0.03,575439.9373371566,5362.495069844015,False,222.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.2,746465524,19.603272676467896,0.03,7585775.750291851,76234.81462798505,True,797.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.8,0.2,1545657183,20.97722721099853,0.03,9120108.393559117,95411.93622932486,True,401.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.9,0.0,543659805,12.694955825805664,0.03,83.17637711026708,11.01168144568878,True,1393.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.9,0.0,100584890,12.577651977539062,0.03,13.1825673855641,3.379260297518354,True,2457.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.9,0.0,1703078047,11.37100863456726,0.03,19.054607179632523,3.63429889072388,True,1004.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.9,0.0,1572694911,14.278743982315063,0.03,27.542287033381637,3.144114038362737,True,607.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.9,0.0,1116195960,11.453736543655396,0.03,22.908676527677702,3.4198955000034714,True,2099.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.9,0.0,1892990410,14.353405475616457,0.03,15.848931924611174,4.069079351896541,False,522.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.9,0.0,185921816,14.24913454055786,0.03,120.22644346174133,12.307843529755337,False,3377.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.9,0.0,864278988,13.735623598098757,0.03,9.120108393559116,2.1157673631821425,True,623.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.9,0.0,1905720031,19.31367778778076,0.03,436.51583224016656,11.289040256046317,True,822.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.9,0.0,1201501135,16.543792247772217,0.03,208.92961308540407,24.790354233158588,True,1779.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.9,0.2,700057254,12.338392496109009,0.03,52480.746024977336,501.9683299704201,True,83.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.9,0.2,749653009,13.9005024433136,0.03,691830.9709189363,6310.902103758072,True,113.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.9,0.2,1619471441,14.995790243148804,0.03,2089296.1308540408,10222.935047436567,False,2223.0
