version,t,l,m,r,n,v_m,v_a,v_m_e,v_a_e,e,a,simulation_runs,max_complexity,mean_complexity,has_phase_change,time_to_complexity
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,2290867652.76777,15856627.453601785,True,568
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,301995172040201.94,947999160472.89,False,4526
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,912010839.3559041,7483863.557930887,True,483
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,7585775750291.82,32187717343.59662,True,1539
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,912010839355904.1,2500829594064.6865,True,1277
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,43651583224.0163,559287505.836997,False,2383
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,10000000000.0,173626494.8635792,True,401
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,25118864315.09572,204526213.28111708,True,603
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,398107170553.4953,4341780844.195064,False,1417
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,1096478196.1431828,7149815.360263442,True,308
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,251188643.1509572,2751107.427150567,True,301
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,1584893192461111.0,13269892341812.33,True,1411
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,75857757502.9182,448462253.91552246,False,2590
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,524807460.24977124,16212832.49415311,True,739
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,1584893192.4611108,17578430.589311995,True,500
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,5754399373.371543,62743595.356218606,False,549
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,2.754228703338152e+19,6.227976667208459e+16,False,2727
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,9120108393559.041,25939142996.50642,True,1427
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,20892961308.54041,317671366.2088352,False,1416
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,100000000000000.0,622625603234.0116,False,4069
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,10000000000.0,99628190.51221754,True,1331
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,1318256738.5563993,9561881.175580341,True,738
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,19054607.179632522,377157.87949573796,True,352
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,1.3182567385563994e+19,5.910145353027321e+16,False,2928
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,758577575.0291821,5133167.7299520215,True,562
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,75857757502.9182,996416090.3001924,True,697
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,30199517204.02019,117871284.18193233,False,608
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,10000000000.0,156669292.93150353,True,1861
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,630957344480189.1,3477908440871.3325,False,2647
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,69183097.09189363,1003520.9043233687,True,456
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,14454397707.45928,112542247.26304387,True,1168
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,251188643.1509572,4647205.226883502,True,820
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,208929613.0854041,3753335.6242982657,True,347
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,131825673855.63994,631904541.5015957,False,4241
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,36307805477.010025,221536743.15143165,True,1672
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,33113112.148259077,532591.4170739315,True,232
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,831763771102.6675,10920782026.239458,True,1230
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,2.511886431509572e+16,79779478208551.25,True,2103
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,1445439770745.928,18403717634.200245,True,1212
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,100000000.0,893429.5831579996,False,227
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,3311311214.8259077,18931674.167231932,True,2433
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,912010839.3559041,17159343.686548848,True,857
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,758577575.0291821,3025667.6829417944,True,685
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,6.309573444801891e+16,210236431065836.38,False,1818
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,27542287033381.52,131075863546.43187,True,890
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,1202264434617.4082,4997940894.591527,True,1417
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,2290867652.76777,12427775.89668982,True,391
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,251188643150957.2,882875820217.9926,True,1827
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,398107170553.4953,3048654662.6649613,True,1433
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,912010839.3559041,16959202.064350598,False,1491
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,301995172040201.94,1302061612130.1313,False,4177
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,758577575029182.0,4652263876054.974,False,1576
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,10964781.961431874,211768.26191921564,True,204
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,630957344.4801891,6257088.960990616,True,425
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,39810717.05534969,862135.0809553874,True,548
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,10000000000.0,42964129.93828035,True,334
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,14454397707.45928,177548978.2002267,True,728
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,144543977.0745928,1372088.9197195577,True,414
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,630957344.4801891,11420700.549377024,True,298
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,36307805477.010025,289407102.6165414,False,1146
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,208929613.0854041,5317396.6502312645,True,515
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,10964781961431.828,56736150017.132286,True,1034
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,69183097.09189363,1158345.092774438,True,374
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,3311311214825907.5,15699430835780.615,False,2715
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,43651583224.0163,236350409.01192236,True,432
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,758577575.0291821,5613679.195470121,True,308
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,1.445439770745928e+16,50879318977092.305,True,1677
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,25118864315.09572,114381106.58912013,True,1802
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,120226443.46174082,1948333.4685364426,True,338
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,83176377.11026709,976782.1253484389,True,411
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,3019951720402.019,41821307949.35389,True,958
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,158489319246.11108,1433434441.0129497,True,877
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,30199517204.02019,280622393.70292616,True,741
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,83176377.11026709,1841724.6922556367,True,174
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,758577575.0291821,18976535.261631086,True,490
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,1096478196.1431828,8616562.049657935,False,3268
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,331131121482.59076,4256129617.735742,True,772
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,363078054.7701003,5018231.413048391,True,421
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,100000000000000.0,1305305876931.8225,True,831
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,208929613.0854041,3423444.8986918326,True,231
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,10964781.961431874,263915.447422749,True,306
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,6309573.444801942,139448.83032558943,True,215
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,10000000000.0,72682277.5327492,True,3041
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,100000000.0,2098285.5098358053,True,454
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,10000000000.0,71368858.74927862,True,986
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,5.2480746024977125e+20,1.0062448755665667e+18,False,2107
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,100000000000000.0,718393492990.6509,False,1491
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,83176377.11026709,855851.2953675555,True,317
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.6,100,173780082.8749369,3499129.758206221,True,570
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,524807460.24977124,5835881.018012235,True,875
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,19054607.179632522,243248.37624045892,True,240
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,13182567.385564102,119295.21167803316,False,722
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,43651583224.0163,242542768.885281,True,496
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,1445439770745.928,4069374340.005661,False,4469
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,301995172.04019946,4852419.9831338115,True,479
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,30199517204.02019,176081565.80495942,True,919
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,63095734448.01891,645938661.4365823,True,2608
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,17378008287.49369,87912375.94923374,False,462
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,3981071705.534953,44033690.54053496,False,922
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,10964781.961431874,127865.0930471803,True,127
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,3981071705.534953,39195988.315205894,True,597
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,4786300923.22638,18030550.081813093,True,1587
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,3630780547701.003,24179602669.179863,True,998
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,12022644346.174082,80418705.42169689,True,711
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,10964781.961431874,146092.13608454063,True,459
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,91201083935.59041,766776516.5776849,True,1296
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,301995172.04019946,4129870.725416942,True,377
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,630957344.4801891,6227444.704645919,True,386
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,912010839.3559041,7091559.466863347,False,3754
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,1905460717.9632366,16888793.20725086,False,397
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,27542287.033381633,385412.50245152233,True,301
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,275422870333.8152,2504789047.827948,True,796
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,331131121482.59076,2691569200.660233,True,720
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,69183097.09189363,1072249.6835621647,True,227
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,190546071796.32367,615254910.3539042,False,519
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,173780082.8749369,1568621.1691736374,False,188
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,20892961308.54041,145731624.55371007,True,1374
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,2511886.4315095823,30542.456460075544,True,357
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,251188643.1509572,6341970.113265766,True,501
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,251188643.1509572,4345687.880867828,True,773
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,5754399373.371543,76427228.96833132,True,657
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,144543977.0745928,981726.0884524136,True,529
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,331131121482.59076,1990761303.1644113,False,595
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,12022644346.174082,126001128.44929184,True,1105
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,43651583224.0163,283380306.1876267,True,1634
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,630957344.4801891,3596151.9783966667,True,281
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,3019951720402.019,8697353223.527699,True,697
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,20892961308.54041,193301175.54372993,False,2117
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,363078054.7701003,2550224.1091637136,True,2137
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,22908676.527677793,296274.6348931922,True,377
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,301995172.04019946,5156971.665929927,True,709
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,52480746024.97712,227383105.7745606,True,646
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,131825673855.63994,668631083.0745645,True,728
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,52480746024.97712,798699696.5876187,False,1270
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,100000000000000.0,738795489655.087,False,1294
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,5248074602497.712,27867134200.396317,False,1441
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,912010839.3559041,15709428.156447146,True,554
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,36307805477.010025,247574722.20172402,True,771
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,7585775750291.82,41437754047.46479,True,1931
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,251188643.1509572,4405685.227026199,True,512
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,47863009.2322638,669959.8544759454,False,179
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,3019951720402.019,15443119661.271023,True,875
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,229086765276.777,1843624092.8087714,False,709
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,3.311311214825908e+19,1.1149083544425298e+17,True,1744
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,83176377.11026709,1118081.960079817,True,184
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,43651583224.0163,492975561.5729636,True,863
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,758577575.0291821,3413756.2973147314,True,1613
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,301995172.04019946,2946174.3563977005,True,446
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,1202264434617.4082,2960089911.9450884,True,1150
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,1584893192.4611108,13299791.737714678,True,1033
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,52480746024.97712,320214771.3445008,True,698
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,758577575.0291821,5331528.580456647,True,801
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,3630780547701.003,14187022545.639597,False,1218
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,33113112.148259077,337427.63157092314,True,406
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,7585775750291.82,54811709067.64957,False,3348
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,3019951720402.019,16242083763.514313,True,665
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,398107170553.4953,4286195110.571979,False,1379
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,190546071796.32367,919089697.7156062,True,730
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,33113112.148259077,145868.77522881032,True,314
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,831763771102.6675,8207728104.24903,True,793
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,9120108.393559115,150353.74891798568,True,265
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,52480746024.97712,546473681.247453,False,1069
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,758577575.0291821,11467802.86588414,True,786
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,4365158.322401665,49141.06931207543,True,430
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,1.7378008287493692e+16,104584981898682.61,False,2814
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,691830970918.9363,3887394902.7532763,True,767
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,33113112.148259077,388341.1828599892,True,358
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,363078054.7701003,3832482.756729775,True,481
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,22908676.527677793,306639.880688676,True,338
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,144543977.0745928,2924456.096409717,True,469
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,144543977.0745928,354596.76547958364,True,160
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,229086765276.777,1230877847.35568,True,917
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,131825673855.63994,324793473.6042427,True,1718
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,19054607.179632522,394486.1415438021,True,332
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,2511886431509.572,12943480170.90106,False,2930
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,69183097091893.625,352856659102.4299,False,4771
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,144543977.0745928,1474491.9859808576,True,452
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,36307805477.010025,358860742.6289076,True,516
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,20892961308.54041,155257025.0668032,False,406
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,575439.9373371566,8342.77320694121,True,161
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,43651583224.0163,521576678.5121835,False,1775
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,91201083935.59041,321613174.15877074,True,1456
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,1318256738556399.2,6433175537792.192,True,894
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,57543993.73371567,957824.0139359558,True,521
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,691830970918.9363,5655996230.850873,False,3420
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,436515832240162.94,3253191787186.851,False,3168
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,524807460.24977124,10640453.237269104,True,378
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,691830970918.9363,7199000027.171297,False,940
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,0.8,100,36307805477.010025,419806409.84842986,True,1058
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,69183097091893.625,230706325436.71735,False,944
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,4365158322401.63,17982230254.92772,True,984
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,363078054.7701003,1293223.3030309405,True,408
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,17378008287.49369,119750118.01250874,True,835
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,1.3182567385563994e+19,4.810523066237293e+16,False,4563
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,691830970918.9363,2884791001.195587,False,3019
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,524807460.24977124,5400746.072912189,True,116
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,5.754399373371543e+17,1106728600095936.9,True,2578
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,1.2022644346174083e+18,3808468735294079.0,False,1539
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,173780082.8749369,3856418.0913426406,True,560
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,69183097.09189363,559980.0226359857,True,306
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,1000000000000.0,8461106203.335908,True,1083
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,2089296.1308540408,59956.27275849466,True,253
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,75857757502.9182,362807754.60503834,True,548
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,436515832.24016297,4519782.093734466,True,461
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,27542287.033381633,581012.2580204752,True,418
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,10964781961431.828,56796572759.095314,True,1345
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,3981071705534953.0,43509100570842.74,True,2325
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,4786300923.22638,82181758.30932046,True,461
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,75857757502.9182,234941744.07089525,False,384
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,120226443.46174082,2129292.557612726,True,294
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,301995172.04019946,2842743.678191119,True,231
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,1737800828749.3691,11494077354.082,False,1249
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,173780082.8749369,3101438.5481590168,True,549
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,10000000000.0,86195962.11294,True,422
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,1445439770745.928,8080565759.167646,False,2736
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,398107170553.4953,1429691523.1462963,True,1059
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,1.0964781961431829e+17,392779472757829.75,False,2889
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,2754228703.338152,34848627.7788258,False,385
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,1318256738.5563993,32869968.43536486,False,438
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,27542287033381.52,95709273846.11108,False,4719
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,30199517204.02019,129432390.47292797,True,1640
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,301995172.04019946,1709624.307656718,False,325
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,144543977.0745928,962754.5487192436,True,330
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,363078054.7701003,4349013.272699003,True,275
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,7585775.750291851,150957.11066274985,True,174
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,100000000.0,1106354.1403262787,True,566
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,22908676527677.7,111421689281.38055,False,3720
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,52480746024.97712,358082082.69072163,False,1145
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,100000000.0,2012853.6079184788,True,820
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,2754228703.338152,16789759.733754747,True,615
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,22908676527677.7,125152257954.9493,True,1513
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,33113112.148259077,536601.0561347014,True,388
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,36307805477.010025,327467519.21408796,True,600
0.01,5000,100,5,50,5,0.005,0,0.01,0.03,0.2,1,100,14454397707.45928,81751411.97233085,False,959
